,rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,rowupdate
919,920,Kepler-1063,b,Transit,1,14.07971466,2.871e-05,-2.871e-05,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,365.0,95.13,-48.81,12.261,Kepler-band,5945.0,188.84,-155.38,1.09,0.11,-0.07,1.14,0.3,-0.14,2016-05-10
920,921,Kepler-1064,b,Transit,1,16.54080322,4.111e-05,-4.111e-05,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,374.0,11.51,-11.47,13.755,Kepler-band,5153.0,80.62,-59.98,0.85,0.03,-0.03,0.79,0.02,-0.02,2016-05-10
921,922,Kepler-1065,b,Transit,2,3.60930891,5.1e-06,-5.1e-06,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078.0,190.09,-110.73,15.54,Kepler-band,5635.0,166.04,-202.38,0.94,0.07,-0.06,0.93,0.16,-0.09,2016-05-10
922,923,Kepler-1065,c,Transit,2,2.37030743,1.691e-05,-1.691e-05,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078.0,190.09,-110.73,15.54,Kepler-band,5635.0,166.04,-202.38,0.94,0.07,-0.06,0.93,0.16,-0.09,2016-05-10
923,924,Kepler-1066,b,Transit,1,1.93155984,1.57e-06,-1.57e-06,19h55m27.98s,298.86656400000004,+46d30m08.1s,46.502239,399.0,88.89,-48.38,13.007,Kepler-band,5762.0,287.38,-209.47,0.98,0.11,-0.07,0.98,0.2,-0.11,2016-05-10
924,925,Kepler-1067,b,Transit,1,0.76212926,2.73e-06,-2.73e-06,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,689.0,114.29,-50.5,14.305,Kepler-band,5592.0,63.05,-65.87,0.95,0.04,-0.04,0.93,0.16,-0.06,2016-05-10
925,926,Kepler-1068,b,Transit,1,16.92344113,5.446e-05,-5.446e-05,19h38m35.56s,294.648164,+46d23m32.5s,46.392365000000005,1532.0,378.14,-166.32,15.818,Kepler-band,5806.0,123.65,-169.98,1.01,0.07,-0.07,1.01,0.25,-0.1,2016-05-10
926,927,Kepler-1069,b,Transit,1,23.8990296,0.0001497,-0.0001497,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,435.0,76.6,-38.7,13.152999999999999,Kepler-band,5722.0,88.79,-104.94,0.99,0.05,-0.05,0.98,0.17,-0.08,2016-05-10
931,932,Kepler-1070,b,Transit,1,6.2216147,1.944e-05,-1.944e-05,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,1040.0,474.23,-158.43,13.977,Kepler-band,6261.0,114.14,-114.36,1.21,0.2,-0.1,1.32,0.61,-0.19,2016-05-10
932,933,Kepler-1071,b,Transit,1,6.1799844,1.367e-05,-1.367e-05,19h32m13.92s,293.057996,+45d14m55.7s,45.248816999999995,964.0,33.86,-37.0,15.800999999999998,Kepler-band,5215.0,78.36,-83.32,0.86,0.03,-0.04,0.81,0.03,-0.03,2016-05-10
933,934,Kepler-1072,b,Transit,1,1.5690665,2.9e-06,-2.9e-06,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,976.0,433.82,-149.65,13.93,Kepler-band,6199.0,102.85,-123.19,1.2,0.19,-0.09,1.32,0.6,-0.2,2016-05-10
934,935,Kepler-1073,b,Transit,2,8.67888593,2.409e-05,-2.409e-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837.0,184.95,-97.84,14.523,Kepler-band,5792.0,252.91,-186.16,1.0,0.1,-0.07,1.0,0.21,-0.11,2016-05-10
935,936,Kepler-1073,c,Transit,2,4.02582254,1.484e-05,-1.484e-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837.0,184.95,-97.84,14.523,Kepler-band,5792.0,252.91,-186.16,1.0,0.1,-0.07,1.0,0.21,-0.11,2016-05-10
936,937,Kepler-1074,b,Transit,1,5.94566534,1.443e-05,-1.443e-05,18h57m54.37s,284.47654500000004,+46d15m09.3s,46.252579,245.0,10.93,-10.74,15.026,Kepler-band,4002.0,33.45,-33.56,0.6,0.02,-0.03,0.57,0.02,-0.02,2016-05-10
937,938,Kepler-1075,b,Transit,1,1.52372816,2.7e-06,-2.7e-06,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,265.0,16.12,-16.9,15.312999999999999,Kepler-band,3959.0,39.29,-38.69,0.56,0.03,-0.03,0.54,0.02,-0.03,2016-05-10
938,939,Kepler-1076,b,Transit,1,6.14727918,2.112e-05,-2.112e-05,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,199.0,4.68,-5.68,12.905999999999999,Kepler-band,4868.0,38.24,-45.61,0.79,0.03,-0.04,0.74,0.01,-0.02,2016-05-10
939,940,Kepler-1077,b,Transit,1,34.3511874,0.0001503,-0.0001503,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,1098.0,254.3,-106.41,14.998,Kepler-band,5816.0,99.93,-113.54,1.02,0.06,-0.05,1.02,0.23,-0.09,2016-05-10
940,941,Kepler-1078,b,Transit,1,3.00725242,1.242e-05,-1.242e-05,19h32m48.14s,293.20058900000004,+43d03m00.1s,43.050036999999996,1215.0,163.49,-99.25,15.62,Kepler-band,5612.0,100.22,-123.53,0.94,0.05,-0.05,0.92,0.12,-0.07,2016-05-10
941,942,Kepler-1079,b,Transit,1,13.24503188,4.886e-05,-4.886e-05,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481.0,94.52,-80.38,12.584000000000001,Kepler-band,5758.0,90.64,-84.62,1.08,0.12,-0.06,1.36,0.27,-0.23,2016-05-10
944,945,Kepler-1080,b,Transit,1,77.2548396,0.0003198,-0.0003198,19h45m51.49s,296.46452200000004,+49d10m58.5s,49.182915,688.0,235.96,-84.39,13.754000000000001,Kepler-band,5956.0,70.4,-87.98,1.1,0.1,-0.06,1.16,0.4,-0.14,2016-05-10
945,946,Kepler-1081,b,Transit,1,3.85691855,9.66e-06,-9.66e-06,19h17m46.68s,289.44452,+41d19m03.9s,41.317757,425.0,38.43,-26.12,13.745999999999999,Kepler-band,5345.0,67.9,-84.9,0.88,0.04,-0.04,0.84,0.07,-0.05,2016-05-10
946,947,Kepler-1082,b,Transit,1,1.5432066,4.54e-06,-4.54e-06,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628.0,99.24,-71.22,13.38,Kepler-band,5923.0,80.65,-64.28,1.03,0.06,-0.06,1.14,0.18,-0.13,2016-05-10
947,948,Kepler-1083,b,Transit,1,33.4177993,0.0001854,-0.0001854,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912.0,44.74,-48.65,15.824000000000002,Kepler-band,5049.0,45.47,-46.43,0.81,0.04,-0.04,0.77,0.03,-0.04,2016-05-10
948,949,Kepler-1084,b,Transit,1,2.05333679,4.13e-06,-4.13e-06,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427.0,88.85,-58.07,12.217,Kepler-band,6113.0,63.72,-75.56,1.12,0.07,-0.06,1.28,0.27,-0.17,2016-05-10
949,950,Kepler-1085,b,Transit,1,219.3217528,0.0008946,-0.0008946,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518.0,411.02,-156.98,15.273,Kepler-band,6000.0,83.83,-89.9,1.11,0.09,-0.06,1.14,0.31,-0.11,2016-05-10
950,951,Kepler-1086,b,Transit,2,18.78425728,5.283e-05,-5.283e-05,19h41m00.28s,295.251155,+45d50m34.7s,45.842971999999996,464.0,13.95,-14.69,15.561,Kepler-band,4350.0,45.98,-34.14,0.7,0.02,-0.03,0.66,0.01,-0.02,2016-05-10
951,952,Kepler-1086,c,Transit,2,161.5163345,0.0008629,-0.0008629,19h41m00.28s,295.251155,+45d50m34.7s,45.842971999999996,464.0,13.95,-14.69,15.561,Kepler-band,4350.0,45.98,-34.14,0.7,0.02,-0.03,0.66,0.01,-0.02,2016-05-10
952,953,Kepler-1087,b,Transit,1,0.69384285,1.59e-06,-1.59e-06,19h39m54.92s,294.978825,+46d00m20.4s,46.005653,354.0,96.95,-30.96,12.953,Kepler-band,5589.0,122.9,-191.41,0.96,0.07,-0.06,0.94,0.26,-0.07,2016-05-10
953,954,Kepler-1088,b,Transit,1,23.12748644,8.919e-05,-8.919e-05,18h46m14.75s,281.561453,+42d27m01.8s,42.450503999999995,300.0,23.28,-17.59,11.863,Kepler-band,5975.0,64.37,-58.16,1.08,0.03,-0.03,1.08,0.08,-0.06,2016-05-10
954,955,Kepler-1089,b,Transit,1,5.13248562,9.48e-06,-9.48e-06,19h24m22.26s,291.092742,+49d11m24.2s,49.190059000000005,227.0,15.24,-15.38,15.535,Kepler-band,3753.0,32.38,-32.55,0.52,0.03,-0.03,0.49,0.03,-0.03,2016-05-10
957,958,Kepler-1090,b,Transit,1,198.680179,0.002176,-0.002176,19h42m39.09s,295.662872,+44d31m33.0s,44.525845000000004,702.0,62.34,-47.62,15.001,Kepler-band,5321.0,147.76,-145.36,0.86,0.05,-0.05,0.82,0.07,-0.05,2016-05-10
958,959,Kepler-1091,b,Transit,1,1.43474156,3.27e-06,-3.27e-06,19h59m08.51s,299.785465,+43d40m14.7s,43.670753000000005,915.0,233.2,-125.9,14.690999999999999,Kepler-band,5851.0,286.31,-232.4,1.01,0.12,-0.08,1.03,0.25,-0.13,2016-05-10
959,960,Kepler-1092,b,Transit,1,58.6017925,0.0006006,-0.0006006,19h50m53.55s,297.72314,+47d06m45.6s,47.112659,914.0,167.28,-102.01,14.649000000000001,Kepler-band,5862.0,195.01,-156.05,0.99,0.09,-0.07,1.0,0.18,-0.1,2016-05-10
960,961,Kepler-1093,b,Transit,2,25.0824626,0.0001211,-0.0001211,18h59m54.72s,284.978013,+41d25m12.6s,41.420165999999995,848.0,270.02,-115.2,13.838,Kepler-band,6166.0,147.64,-138.45,1.13,0.14,-0.09,1.2,0.38,-0.15,2016-05-10
961,962,Kepler-1093,c,Transit,2,89.722292,0.00108,-0.00108,18h59m54.72s,284.978013,+41d25m12.6s,41.420165999999995,848.0,270.02,-115.2,13.838,Kepler-band,6166.0,147.64,-138.45,1.13,0.14,-0.09,1.2,0.38,-0.15,2016-05-10
962,963,Kepler-1094,b,Transit,1,78.1000231,0.0006388,-0.0006388,19h29m12.30s,292.301253,+38d16m01.3s,38.267041,1371.0,504.97,-205.77,14.999,Kepler-band,6112.0,127.39,-187.65,1.14,0.16,-0.09,1.21,0.46,-0.17,2016-05-10
963,964,Kepler-1095,b,Transit,1,4.27103091,1.48e-05,-1.48e-05,19h33m02.99s,293.262447,+41d21m54.4s,41.365114,758.0,123.37,-76.28,14.552999999999999,Kepler-band,5658.0,206.29,-136.1,0.94,0.07,-0.07,0.92,0.14,-0.09,2016-05-10
964,965,Kepler-1096,b,Transit,1,2.89221751,6e-06,-6e-06,19h38m50.25s,294.70937999999995,+45d58m10.2s,45.969501,344.0,17.04,-17.04,15.068,Kepler-band,4306.0,53.07,-39.79,0.66,0.03,-0.03,0.63,0.02,-0.03,2016-05-10
965,966,Kepler-1097,b,Transit,1,187.747029,0.001894,-0.001894,18h46m22.60s,281.594148,+42d35m47.1s,42.596416,738.0,50.32,-55.01,15.206,Kepler-band,5211.0,77.13,-86.77,0.82,0.04,-0.06,0.79,0.05,-0.05,2016-05-10
966,967,Kepler-1098,b,Transit,1,2.54307286,9.59e-06,-9.59e-06,19h42m00.65s,295.502705,+43d13m58.1s,43.232796,876.0,164.9,-102.33,14.735999999999999,Kepler-band,5794.0,204.81,-216.42,0.99,0.1,-0.07,0.99,0.18,-0.11,2016-05-10
967,968,Kepler-1099,b,Transit,1,2.16845259,2.8e-06,-2.8e-06,19h14m59.99s,288.74996200000004,+48d16m37.8s,48.277176000000004,1209.0,179.69,-101.44,15.140999999999998,Kepler-band,5837.0,92.89,-82.61,1.01,0.05,-0.06,1.0,0.14,-0.08,2016-05-10
976,977,Kepler-1100,b,Transit,1,6.42200058,2.182e-05,-2.182e-05,19h27m29.13s,291.871356,+44d05m14.6s,44.087376,940.0,432.48,-158.33,13.862,Kepler-band,6247.0,128.56,-164.45,1.21,0.2,-0.11,1.34,0.63,-0.22,2016-05-10
977,978,Kepler-1101,b,Transit,1,81.3151059,0.0005693,-0.0005693,19h38m16.65s,294.569379,+45d40m16.5s,45.671257000000004,897.0,134.09,-78.54,15.110999999999999,Kepler-band,5614.0,130.34,-168.73,0.94,0.06,-0.06,0.91,0.13,-0.07,2016-05-10
978,979,Kepler-1102,b,Transit,1,51.3285623,0.0003326,-0.0003326,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,986.0,145.75,-84.19,14.955,Kepler-band,5724.0,76.5,-71.34,0.96,0.05,-0.07,0.94,0.14,-0.07,2016-05-10
979,980,Kepler-1103,b,Transit,1,19.79191978,9.543e-05,-9.543e-05,19h09m31.70s,287.38209,+49d27m08.6s,49.452396,921.0,253.21,-110.49,14.09,Kepler-band,6092.0,106.14,-106.64,1.11,0.1,-0.08,1.15,0.31,-0.13,2016-05-10
980,981,Kepler-1104,b,Transit,1,5.03728015,1.378e-05,-1.378e-05,19h37m52.45s,294.468554,+49d19m51.7s,49.331024,516.0,53.62,-38.72,12.189,Kepler-band,6417.0,90.52,-84.06,1.3,0.06,-0.05,1.41,0.15,-0.1,2016-05-10
981,982,Kepler-1105,b,Transit,1,4.42157218,9.77e-06,-9.77e-06,18h44m26.82s,281.111771,+42d27m17.8s,42.454931,369.0,10.6,-12.03,15.18,Kepler-band,4299.0,41.81,-47.77,0.71,0.02,-0.03,0.68,0.01,-0.02,2016-05-10
982,983,Kepler-1106,b,Transit,1,1.25275217,2.15e-06,-2.15e-06,19h24m34.85s,291.145201,+44d03m45.2s,44.062546000000005,1168.0,349.23,-169.33,14.69,Kepler-band,6104.0,152.44,-185.27,1.11,0.14,-0.09,1.17,0.34,-0.16,2016-05-10
983,984,Kepler-1107,b,Transit,1,0.57103852,4.2e-07,-4.2e-07,19h24m11.98s,291.049927,+39d08m30.0s,39.141674,457.0,33.09,-27.19,14.097999999999999,Kepler-band,5268.0,104.99,-126.81,0.86,0.04,-0.05,0.82,0.06,-0.04,2016-05-10
984,985,Kepler-1108,b,Transit,1,4.51005748,1.33e-05,-1.33e-05,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,764.0,73.48,-56.1,14.979000000000001,Kepler-band,5406.0,149.3,-105.1,0.88,0.05,-0.06,0.84,0.07,-0.06,2016-05-10
985,986,Kepler-1109,b,Transit,1,37.6467384,0.000212,-0.000212,19h26m35.10s,291.64624399999997,+39d23m47.8s,39.396623999999996,797.0,159.54,-85.79,14.288,Kepler-band,5893.0,111.41,-163.52,1.05,0.07,-0.07,1.06,0.21,-0.11,2016-05-10
988,989,Kepler-1110,b,Transit,1,9.69312032,3.024e-05,-3.024e-05,19h27m13.93s,291.808022,+38d37m21.7s,38.622703,726.0,44.92,-56.02,15.914000000000001,Kepler-band,4781.0,88.04,-77.5,0.73,0.05,-0.05,0.7,0.04,-0.05,2016-05-10
989,990,Kepler-1111,b,Transit,1,8.79617863,2.97e-05,-2.97e-05,19h41m51.21s,295.463372,+45d48m45.9s,45.812744,1142.0,316.95,-156.35,15.159,Kepler-band,6077.0,143.77,-199.7,1.1,0.13,-0.09,1.15,0.31,-0.15,2016-05-10
990,991,Kepler-1112,b,Transit,1,14.36267939,5.701e-05,-5.701e-05,19h47m52.52s,296.968815,+47d45m05.4s,47.751488,1734.0,722.72,-305.97,14.612,Kepler-band,6496.0,147.03,-147.28,1.34,0.21,-0.13,1.54,0.65,-0.26,2016-05-10
991,992,Kepler-1113,b,Transit,1,42.3004954,0.0002092,-0.0002092,19h17m37.61s,289.406695,+39d20m19.8s,39.338834000000006,1127.0,446.9,-143.49,14.765999999999998,Kepler-band,5931.0,80.28,-109.5,1.12,0.13,-0.07,1.17,0.47,-0.14,2016-05-10
992,993,Kepler-1114,b,Transit,1,14.97435694,5.221e-05,-5.221e-05,19h56m56.86s,299.236933,+45d50m04.9s,45.834697999999996,427.0,20.3,-19.07,13.747,Kepler-band,5374.0,87.46,-77.65,0.87,0.04,-0.04,0.83,0.04,-0.03,2016-05-10
993,994,Kepler-1115,b,Transit,1,23.5540725,0.0001356,-0.0001356,19h39m58.03s,294.991772,+40d08m39.9s,40.144409,935.0,156.71,-107.72,11.98,Kepler-band,8480.0,295.98,-217.88,1.6,0.1,-0.1,1.73,0.29,-0.2,2016-05-10
994,995,Kepler-1116,b,Transit,1,41.6977827,0.0002004,-0.0002004,19h27m44.08s,291.933655,+44d06m55.8s,44.115505,1017.0,217.03,-88.82,15.265,Kepler-band,5641.0,91.87,-133.14,0.95,0.05,-0.06,0.93,0.2,-0.08,2016-05-10
995,996,Kepler-1117,b,Transit,1,4.79028459,1.86e-05,-1.86e-05,19h28m20.35s,292.08477999999997,+49d14m14.9s,49.23748,619.0,88.54,-45.31,14.102,Kepler-band,5612.0,82.98,-101.57,0.95,0.04,-0.05,0.93,0.13,-0.06,2016-05-10
996,997,Kepler-1118,b,Transit,1,38.6715075,0.0002298,-0.0002298,19h59m51.76s,299.965664,+44d09m39.2s,44.160896,818.0,164.05,-104.13,14.94,Kepler-band,5688.0,303.78,-268.88,0.96,0.11,-0.08,0.97,0.17,-0.11,2016-05-10
997,998,Kepler-1119,b,Transit,1,8.3265153,4.777e-05,-4.777e-05,19h48m04.59s,297.019131,+44d19m39.1s,44.327521999999995,1288.0,425.36,-215.34,15.06,Kepler-band,6083.0,177.4,-249.75,1.11,0.14,-0.11,1.17,0.38,-0.18,2016-05-10
1000,1001,Kepler-1120,b,Transit,1,2.94902905,7.47e-06,-7.47e-06,19h23m39.48s,290.914483,+42d17m11.7s,42.286578999999996,635.0,27.58,-33.82,15.333,Kepler-band,4904.0,70.02,-67.83,0.78,0.04,-0.04,0.74,0.03,-0.04,2016-05-10
1001,1002,Kepler-1121,b,Transit,1,13.15141081,5.864e-05,-5.864e-05,19h51m08.79s,297.786606,+47d53m10.1s,47.886127,529.0,130.45,-95.64,12.071,Kepler-band,6231.0,90.24,-72.86,1.29,0.13,-0.09,1.59,0.4,-0.29,2016-05-10
1002,1003,Kepler-1122,b,Transit,1,42.1917357,0.0002996,-0.0002996,19h13m07.33s,288.280535,+46d20m27.3s,46.340903999999995,924.0,116.8,-62.62,15.06,Kepler-band,5544.0,73.22,-72.56,0.92,0.04,-0.05,0.89,0.11,-0.06,2016-05-10
1003,1004,Kepler-1123,b,Transit,1,4.33946454,1.178e-05,-1.178e-05,19h38m04.24s,294.517667,+50d40m13.4s,50.670398999999996,796.0,114.33,-52.85,14.822000000000001,Kepler-band,5500.0,75.39,-90.52,0.93,0.04,-0.04,0.9,0.13,-0.06,2016-05-10
1004,1005,Kepler-1124,b,Transit,1,2.85234897,3.03e-06,-3.03e-06,19h06m22.63s,286.594273,+37d53m28.6s,37.891265999999995,177.0,10.38,-9.81,15.959000000000001,Kepler-band,3658.0,33.4,-26.65,0.35,0.02,-0.02,0.34,0.02,-0.02,2016-05-10
1005,1006,Kepler-1125,b,Transit,1,17.6700642,0.0001176,-0.0001176,19h41m55.49s,295.481223,+40d43m55.1s,40.73198,910.0,151.92,-91.85,14.874,Kepler-band,5683.0,241.45,-131.51,0.95,0.08,-0.07,0.94,0.15,-0.09,2016-05-10
1006,1007,Kepler-1126,b,Transit,1,108.593329,0.001003,-0.001003,19h02m46.08s,285.69199199999997,+45d41m21.8s,45.689396,668.0,76.62,-55.62,14.033,Kepler-band,5798.0,61.16,-55.36,0.92,0.05,-0.06,0.93,0.11,-0.07,2016-05-10
1007,1008,Kepler-1127,b,Transit,1,5.12330347,2.272e-05,-2.272e-05,19h32m52.17s,293.217384,+42d43m14.5s,42.720707,996.0,159.8,-84.75,15.162,Kepler-band,5664.0,89.83,-137.31,0.97,0.04,-0.05,0.95,0.15,-0.07,2016-05-10
1008,1009,Kepler-1128,b,Transit,1,61.6178167,0.0003337,-0.0003337,19h32m15.20s,293.063338,+39d24m12.4s,39.403444,1163.0,172.51,-90.56,15.722000000000001,Kepler-band,5543.0,95.27,-144.99,0.94,0.04,-0.05,0.91,0.13,-0.06,2016-05-10
1009,1010,Kepler-1129,b,Transit,2,24.3397804,0.0001298,-0.0001298,19h26m25.08s,291.60449500000004,+41d18m33.7s,41.309360999999996,1258.0,220.24,-125.26,15.28,Kepler-band,5831.0,134.99,-114.35,1.0,0.06,-0.06,1.0,0.17,-0.1,2016-05-10
1010,1011,Kepler-1129,c,Transit,2,76.5369586,0.0007586,-0.0007586,19h26m25.08s,291.60449500000004,+41d18m33.7s,41.309360999999996,1258.0,220.24,-125.26,15.28,Kepler-band,5831.0,134.99,-114.35,1.0,0.06,-0.06,1.0,0.17,-0.1,2016-05-10
1013,1014,Kepler-1130,b,Transit,1,5.45298175,1.294e-05,-1.294e-05,19h00m49.80s,285.207485,+45d23m03.7s,45.38435,234.0,5.3,-5.1,12.404000000000002,Kepler-band,5403.0,53.01,-51.42,0.9,0.02,-0.02,0.81,0.01,-0.01,2016-05-10
1014,1015,Kepler-1131,b,Transit,1,3.53232449,1.266e-05,-1.266e-05,19h42m36.36s,295.651494,+49d15m40.7s,49.261295000000004,1109.0,246.47,-109.64,14.972000000000001,Kepler-band,5851.0,83.2,-114.89,1.03,0.06,-0.06,1.04,0.23,-0.1,2016-05-10
1015,1016,Kepler-1132,b,Transit,1,62.8916228,0.0004523,-0.0004523,19h05m28.19s,286.367463,+48d25m26.2s,48.423935,940.0,72.28,-58.85,15.481,Kepler-band,5298.0,54.24,-56.79,0.87,0.04,-0.05,0.83,0.06,-0.05,2016-05-10
1016,1017,Kepler-1133,b,Transit,1,11.55562343,3.409e-05,-3.409e-05,19h33m17.38s,293.322404,+42d52m02.9s,42.867470000000004,821.0,97.06,-62.53,14.815999999999999,Kepler-band,5569.0,157.93,-118.09,0.93,0.05,-0.06,0.9,0.1,-0.06,2016-05-10
1017,1018,Kepler-1134,b,Transit,1,17.13263989,8.204e-05,-8.204e-05,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997.0,87.95,-74.21,15.842,Kepler-band,5281.0,169.66,-135.47,0.84,0.05,-0.05,0.81,0.06,-0.06,2016-05-10
1018,1019,Kepler-1135,b,Transit,1,76.957857,0.0007104,-0.0007104,19h04m00.71s,286.002968,+44d45m23.7s,44.756592,728.0,129.19,-55.48,14.353,Kepler-band,5656.0,66.4,-72.91,0.96,0.04,-0.05,0.94,0.17,-0.07,2016-05-10
1019,1020,Kepler-1136,b,Transit,1,2.36172433,3.65e-06,-3.65e-06,18h56m25.87s,284.107796,+44d14m44.9s,44.245808000000004,545.0,21.29,-29.8,15.658,Kepler-band,4512.0,46.44,-47.76,0.72,0.03,-0.04,0.68,0.02,-0.03,2016-05-10
1020,1021,Kepler-1137,b,Transit,1,23.9210791,0.0001379,-0.0001379,19h08m31.27s,287.13027200000005,+48d39m55.3s,48.665375,971.0,361.65,-176.08,12.767999999999999,Kepler-band,6807.0,117.84,-120.35,1.5,0.23,-0.14,1.84,0.69,-0.33,2016-05-10
1021,1022,Kepler-1138,b,Transit,1,3.17060005,1.019e-05,-1.019e-05,19h03m35.82s,285.899242,+48d18m26.3s,48.307301,1101.0,152.35,-73.19,15.353,Kepler-band,5582.0,62.16,-65.24,0.95,0.04,-0.04,0.92,0.13,-0.06,2016-05-10
1022,1023,Kepler-1139,b,Transit,1,0.81316672,1.25e-06,-1.25e-06,19h11m46.95s,287.94561699999997,+39d13m50.0s,39.230568,555.0,77.61,-42.22,14.113,Kepler-band,5550.0,105.36,-153.89,0.94,0.04,-0.05,0.91,0.12,-0.06,2016-05-10
1026,1027,Kepler-1140,b,Transit,1,24.0862707,0.000102,-0.000102,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657.0,29.1,-42.88,15.464,Kepler-band,4850.0,53.07,-47.66,0.76,0.04,-0.04,0.73,0.03,-0.04,2016-05-10
1027,1028,Kepler-1141,b,Transit,1,2.34451194,5.35e-06,-5.35e-06,19h22m10.47s,290.543645,+47d43m33.2s,47.72588,365.0,48.98,-34.33,12.589,Kepler-band,5791.0,58.41,-65.12,1.01,0.03,-0.04,1.07,0.15,-0.1,2016-05-10
1028,1029,Kepler-1142,b,Transit,1,18.3027248,0.0001389,-0.0001389,19h30m51.46s,292.71443500000004,+44d04m56.4s,44.082336,697.0,173.49,-66.61,14.31,Kepler-band,5685.0,98.59,-132.1,0.97,0.05,-0.06,0.96,0.24,-0.08,2016-05-10
1029,1030,Kepler-1143,b,Transit,2,2.88890485,6.94e-06,-6.94e-06,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.0,50.17,-39.16,15.195,Kepler-band,5053.0,192.88,-130.21,0.81,0.05,-0.05,0.77,0.05,-0.04,2016-05-10
1030,1031,Kepler-1143,c,Transit,2,210.630591,0.001456,-0.001456,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.0,50.17,-39.16,15.195,Kepler-band,5053.0,192.88,-130.21,0.81,0.05,-0.05,0.77,0.05,-0.04,2016-05-10
1031,1032,Kepler-1144,b,Transit,1,17.14647302,9.073e-05,-9.073e-05,19h20m10.39s,290.043293,+47d15m28.7s,47.257977000000004,1012.0,150.02,-83.05,14.940999999999999,Kepler-band,5753.0,91.93,-86.29,0.98,0.05,-0.06,0.96,0.14,-0.07,2016-05-10
1032,1033,Kepler-1145,b,Transit,1,3.97076766,1.11e-05,-1.11e-05,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714.0,53.37,-53.09,15.443,Kepler-band,5064.0,161.02,-117.37,0.79,0.05,-0.05,0.75,0.05,-0.05,2016-05-10
1033,1034,Kepler-1146,b,Transit,1,2.3522658,8.25e-06,-8.25e-06,19h06m51.99s,286.71662599999996,+47d25m32.3s,47.425633000000005,694.0,26.74,-42.13,15.847999999999999,Kepler-band,4692.0,45.94,-42.25,0.74,0.03,-0.04,0.7,0.02,-0.04,2016-05-10
1034,1035,Kepler-1147,b,Transit,1,10.62784997,9.118e-05,-9.118e-05,19h30m11.41s,292.54753700000003,+41d38m34.6s,41.642956,1476.0,452.64,-176.42,15.401,Kepler-band,5941.0,84.81,-114.44,1.09,0.09,-0.06,1.14,0.35,-0.13,2016-05-10
1035,1036,Kepler-1148,b,Transit,1,1.10446351,1.29e-06,-1.29e-06,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682.0,38.36,-38.56,15.277000000000001,Kepler-band,5054.0,99.64,-98.31,0.81,0.04,-0.04,0.77,0.04,-0.04,2016-05-10
1036,1037,Kepler-1149,b,Transit,1,3.73089898,1.502e-05,-1.502e-05,19h36m45.42s,294.18926,+45d09m05.7s,45.151577,1023.0,190.7,-111.23,14.966,Kepler-band,5833.0,117.2,-177.03,1.02,0.07,-0.07,1.01,0.18,-0.1,2016-05-10
1039,1040,Kepler-1150,b,Transit,1,2.78786839,8.26e-06,-8.26e-06,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373.0,16.41,-18.27,14.435,Kepler-band,4754.0,80.38,-77.33,0.76,0.03,-0.04,0.72,0.03,-0.03,2016-05-10
1040,1041,Kepler-1151,b,Transit,1,65.6478424,0.000401,-0.000401,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763.0,76.61,-59.72,14.872,Kepler-band,5470.0,97.19,-93.64,0.88,0.05,-0.06,0.85,0.08,-0.06,2016-05-10
1041,1042,Kepler-1152,b,Transit,1,1.64680191,2.67e-06,-2.67e-06,19h21m44.17s,290.434033,+44d06m27.5s,44.107651000000004,184.0,14.69,-12.88,14.634,Kepler-band,3964.0,46.47,-45.68,0.55,0.04,-0.03,0.53,0.03,-0.03,2016-05-10
