,row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
23,24,55 Cnc b,Radial Velocity,5,1.994632039852832e-06,0.00015,-0.00015,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.0010968848235627807,0.13,-0.13,0.26476683937823836,V (Johnson),5196.0,24.0,-24.0,0.2293814432989691,0.01,-0.01,0.94,0.01,-0.01
24,25,55 Cnc c,Radial Velocity,5,6.072163597367593e-06,0.0073,-0.0073,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.0010968848235627807,0.13,-0.13,0.26476683937823836,V (Johnson),5196.0,24.0,-24.0,0.2293814432989691,0.01,-0.01,0.94,0.01,-0.01
25,26,55 Cnc d,Radial Velocity,5,0.0006609464868030142,39.0,-39.0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.0010968848235627807,0.13,-0.13,0.26476683937823836,V (Johnson),5196.0,24.0,-24.0,0.2293814432989691,0.01,-0.01,0.94,0.01,-0.01
26,27,55 Cnc e,Radial Velocity,5,8.847023534586396e-08,7e-06,-7e-06,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.0010968848235627807,0.13,-0.13,0.26476683937823836,V (Johnson),5196.0,24.0,-24.0,0.2293814432989691,0.01,-0.01,0.94,0.01,-0.01
27,28,55 Cnc f,Radial Velocity,5,3.5877985885528626e-05,0.51,-0.51,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.0010968848235627807,0.13,-0.13,0.26476683937823836,V (Johnson),5196.0,24.0,-24.0,0.2293814432989691,0.01,-0.01,0.94,0.01,-0.01
28,29,6 Lyn b,Radial Velocity,1,0.00011981963076416358,16.27,-8.47,06h30m47.11s,97.696281,+58d09m45.5s,58.162631999999995,0.006324741461187107,2.36,-2.58,0.233160621761658,V (Johnson),4978.0,18.0,-18.0,0.43298969072164956,0.1,-0.2,5.2,0.4,-0.3
29,30,61 Vir b,Radial Velocity,3,5.649717481159577e-07,0.0006,-0.0006,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624941889819567,0.05,-0.05,0.20155440414507772,V (Johnson),5577.0,33.0,-33.0,0.23711340206185566,0.03,-0.03,0.96,0.01,-0.01
30,31,61 Vir c,Radial Velocity,3,5.195930709767617e-06,0.034,-0.034,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624941889819567,0.05,-0.05,0.20155440414507772,V (Johnson),5577.0,33.0,-33.0,0.23711340206185566,0.03,-0.03,0.96,0.01,-0.01
31,32,61 Vir d,Radial Velocity,3,1.6838259621552884e-05,0.55,-0.55,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624941889819567,0.05,-0.05,0.20155440414507772,V (Johnson),5577.0,33.0,-33.0,0.23711340206185566,0.03,-0.03,0.96,0.01,-0.01
32,33,7 CMa b,Radial Velocity,1,0.00010902867172597073,7.4,-7.4,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,0.001957209722730584,0.27,-0.28,0.15906735751295337,V (Johnson),4792.0,100.0,-100.0,0.38659793814432997,0.3,-0.3,2.3,0.1,-0.1
33,34,70 Vir b,Radial Velocity,1,1.59728623505259e-05,0.0014,-0.0014,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,0.0017536034196443595,0.24,-0.24,0.2139896373056995,V (Johnson),5439.0,44.0,-44.0,0.27577319587628873,0.02,-0.02,1.94,0.05,-0.05
34,35,75 Cet b,Radial Velocity,1,9.476839757617669e-05,3.6,-3.6,02h32m09.42s,38.039253,-01d02m05.6s,-1.0348959999999998,0.009214067900936707,6.87,-8.27,0.233160621761658,V (Johnson),4846.0,18.0,-18.0,0.6365979381443301,0.02,-0.27,10.5,1.0,-1.0
35,36,8 UMi b,Radial Velocity,1,1.2782095187591293e-05,4.5,-4.5,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,0.01834692866364827,11.0,-11.0,0.3098445595854923,V (Johnson),4847.4,7.5,-7.5,0.45876288659793824,0.1,-0.1,9.9,0.4,-0.4
36,37,81 Cet b,Radial Velocity,1,0.00013049442541735143,8.8,-8.8,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,0.01105947069422688,8.37,-10.11,0.24870466321243526,V (Johnson),4785.0,25.0,-25.0,0.6134020618556701,0.1,-0.4,11.0,2.0,-1.0
37,38,91 Aqr b,Radial Velocity,1,2.483688985792632e-05,0.1,-0.1,23h15m53.50s,348.9729,-09d05m15.9s,-9.087736999999999,0.004979527562761937,1.77,-1.92,0.17616580310880828,V (Johnson),4665.0,18.0,-18.0,0.3556701030927835,0.1,-0.1,11.0,0.1,-0.1
38,39,AB Pic b,Imaging,1,3.083278034338727e-05,0.545,-0.545,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,0.004979527562761937,1.64,-1.76,0.4289119170984456,V (Johnson),4836.5,19.0,-19.0,0.28608247422680416,0.125,-0.125,5.975,0.15,-0.15
39,40,BD+14 4559 b,Radial Velocity,1,3.6828670828848234e-05,0.99,-0.99,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,0.005510316248842209,3.73,-4.38,0.45492227979274613,V (Johnson),5008.0,20.0,-20.0,0.21649484536082475,0.15,-0.15,0.95,0.2,-0.2
40,41,BD+15 2375 b,Radial Velocity,1,2.0976615837357672e-05,0.44,-0.44,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,0.09071543488776349,165.0,-165.0,0.4901554404145078,V (Johnson),4649.0,30.0,-30.0,0.2731958762886599,0.14,-0.14,8.95,1.45,-1.45
41,42,BD+15 2940 b,Radial Velocity,1,1.8820451427004562e-05,0.34,-0.34,16h00m22.94s,240.09556600000002,+15d32m48.9s,15.54693,0.02027000785002336,84.5,-84.5,0.42466321243523314,V (Johnson),4796.0,117.0,-117.0,0.2783505154639176,0.2,-0.2,14.7,2.8,-2.8
42,43,BD+20 1790 b,Radial Velocity,1,1.053721069257415e-06,0.0007700000000000001,-0.0007599999999999999,07h23m43.59s,110.93161200000002,+20d24m58.8s,20.416334,0.0026115744887186803,4.0,-4.0,0.4429015544041451,V (Johnson),4410.0,63.5,-63.5,0.15721649484536082,0.09,-0.09,0.71,0.03,-0.03
43,44,BD+20 2457 b,Radial Velocity,2,5.199168471588669e-05,2.01,-2.01,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,0.0063394528992713715,5.425,-4.85,0.461139896373057,V (Johnson),4137.0,10.0,-10.0,0.7164948453608248,1.5,-1.5,49.0,26.0,-26.0
44,45,BD+20 2457 c,Radial Velocity,2,8.519168512841394e-05,10.2,-10.2,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,0.010067331309824063,6.85,-5.7,0.461139896373057,V (Johnson),4137.0,10.0,-10.0,0.7164948453608248,1.5,-1.5,49.0,26.0,-26.0
45,46,BD+20 274 b,Radial Velocity,1,7.919305491689155e-05,5.4,-5.4,01h43m40.88s,25.920324,+21d00m19.1s,21.005314000000002,0.013795209720376754,8.275,-6.55,0.4409326424870466,V (Johnson),4296.0,10.0,-10.0,0.20103092783505158,0.2,-0.2,17.3,0.9,-0.9
46,47,BD+20 594 b,Transit,1,5.697917017374919e-06,0.003,-0.0031,03h34m36.23s,53.650966000000004,+20d35m57.2s,20.599232,0.017523088130929444,9.7,-7.4,0.5278756476683938,V (Johnson),5766.0,99.0,-99.0,0.2422680412371134,0.03,-0.03,0.93,0.06,-0.04
47,48,BD+48 738 b,Radial Velocity,1,5.376839706673039e-05,5.5,-5.5,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,0.012344661925268247,6.683333332999999,-5.163333333,0.4295336787564767,V (Johnson),4414.0,15.0,-15.0,0.18556701030927836,0.39,-0.39,11.0,1.0,-1.0
48,49,BD+49 828 b,Radial Velocity,1,0.0003547820994371189,300.0,-180.0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,0.00716623571960705,3.666666667,-2.9266666669999997,0.4419689119170985,V (Johnson),4943.0,30.0,-30.0,0.38659793814432997,0.22,-0.22,7.6,1.3,-1.3
49,50,BD-06 1339 b,Radial Velocity,2,5.180950352047232e-07,0.0004,-0.0004,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,0.0019878095139458547,0.65,-0.69,0.4585492227979275,V (Johnson),4324.0,100.0,-100.0,0.17525773195876287,0.17,-0.17,6.42,1.086666667,-1.086666667
50,51,BD-06 1339 c,Radial Velocity,2,1.723962948955381e-05,0.44,-0.44,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,0.0019878095139458547,0.65,-0.69,0.4585492227979275,V (Johnson),4324.0,100.0,-100.0,0.17525773195876287,0.12,-0.12,5.24,0.8733333329999999,-0.8733333329999999
51,52,BD-08 2823 b,Radial Velocity,2,7.546977778706625e-07,0.02,-0.02,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,0.004575845701729712,2.67,-3.06,0.4678756476683938,V (Johnson),4746.0,63.0,-63.0,0.18556701030927836,0.07,-0.07,4.06,0.66,-0.66
52,53,BD-08 2823 c,Radial Velocity,2,3.2535520090572096e-05,1.5,-1.5,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,0.004575845701729712,2.67,-3.06,0.4678756476683938,V (Johnson),4746.0,63.0,-63.0,0.18556701030927836,0.07,-0.07,2.88,0.446666667,-0.446666667
53,54,BD-10 3166 b,Radial Velocity,1,4.653511989329152e-07,0.00011,-0.00011,10h58m28.80s,164.620003,-10d46m13.4s,-10.770375999999999,0.00903753064392553,10.0,-10.0,0.47823834196891196,V (Johnson),5393.0,81.5,-81.5,0.25515463917525777,0.04,-0.04,1.7,0.233333333,-0.233333333
54,55,BD-11 4672 b,Radial Velocity,1,0.0002283437417016731,33.0,-31.0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,0.002835188347599505,7.29,-7.36,0.4735751295336788,V (Johnson),4475.0,100.0,-100.0,0.14175257731958762,0.01,-0.01,0.52,0.02,-0.02
55,56,BD-13 2130 b,Radial Velocity,1,9.783689076498924e-05,5.3,-5.3,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639000000002,0.08977390285037054,4.58,-4.72,0.44559585492227977,V (Johnson),4594.5,96.5,-96.5,0.6134020618556701,0.2,-0.2,0.605,0.025,-0.025
56,57,BD-17 63 b,Radial Velocity,1,8.97957947746635e-05,0.6,-0.6,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345000000002,0.004040349355462474,1.87,-2.08,0.4516062176165804,V (Johnson),4714.0,93.0,-93.0,0.18556701030927836,0.03,-0.03,0.69,0.03,-0.03
57,58,CFBDSIR J145829+101343 b,Imaging,1,0.0013749875915657567,2737.5,-2737.5,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,0.002340884027968209,2.4,-2.4,0.503860103626943,V (Johnson),580.5,24.5,-24.5,0.0,0.01,-0.01,0.795,0.035,-0.035
58,59,CHXR 73 b,Imaging,1,0.0009167231546387064,1825.000002,-1825.000002,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,0.010691096284596888,16.2,-16.2,0.5561139896373056,V (Johnson),2370.333333,66.33333333,-66.33333333,0.08505154639175258,0.056666667000000004,-0.056666667000000004,0.9,0.04,-0.04
59,60,CT Cha b,Imaging,1,0.00045845871771165613,912.5000043,-912.5000043,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,0.019041308541225568,30.0,-30.0,0.6083678756476684,V (Johnson),4160.166667,108.16666670000001,-108.16666670000001,0.16237113402061856,0.10333333300000001,-0.10333333300000001,1.005,0.045,-0.045
60,61,CoRoT-1 b,Transit,1,1.942807435099295e-07,6.4e-06,-6.4e-06,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,0.029633543961896196,50.0,-50.0,0.6606217616580311,V (Johnson),5950.0,150.0,-150.0,0.23969072164948454,0.15,-0.15,1.11,0.05,-0.05
61,62,CoRoT-10 b,Transit,1,1.8013553251225014e-06,0.0002,-0.0002,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,0.04022577938256682,70.0,-70.0,0.744559585492228,V (Johnson),5075.0,75.0,-75.0,0.22422680412371135,0.05,-0.05,0.79,0.05,-0.05
62,63,CoRoT-11 b,Transit,1,3.977566775450729e-07,1.1e-05,-1.1e-05,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,0.06552945288750221,30.0,-30.0,0.75220207253886,V (Johnson),6440.0,120.0,-120.0,0.3221649484536083,0.05,-0.05,1.37,0.03,-0.03
63,64,CoRoT-12 b,Transit,1,3.7497749917983803e-07,1.3000000000000001e-05,-1.3000000000000001e-05,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,0.13496744064523192,85.0,-85.0,0.7598445595854921,V (Johnson),5675.0,80.0,-80.0,0.2731958762886599,0.08,-0.07,1.12,0.1,-0.09
64,65,CoRoT-13 b,Transit,1,5.403402409605834e-07,2.9999999999999997e-05,-2.9999999999999997e-05,06h50m53.07s,102.721137,-05d05m11.2s,-5.086444999999999,0.12437520522456126,100.0,-100.0,0.7351813471502592,V (Johnson),5945.0,90.0,-90.0,0.27577319587628873,0.02,-0.02,1.01,0.03,-0.03
65,66,CoRoT-14 b,Transit,1,1.9471694899480166e-07,0.00013000000000000002,-0.00013000000000000002,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,0.15732882653331434,110.0,-110.0,0.7866839378238342,V (Johnson),6035.0,100.0,-100.0,0.28608247422680416,0.09,-0.09,1.21,0.08,-0.08
66,67,CoRoT-16 b,Transit,1,7.207621610106386e-07,0.0002,-0.0002,18h34m05.93s,278.524691,-06d00m09.3s,-6.0025949999999995,0.09848307419625528,90.0,-90.0,0.7658031088082901,V (Johnson),5650.0,100.0,-100.0,0.2783505154639176,0.08,-0.08,1.19,0.14,-0.13
67,68,CoRoT-17 b,Transit,1,5.037525692730859e-07,0.0003,-0.0003,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,0.10789839457018473,50.0,-50.0,0.7569948186528497,V (Johnson),5740.0,80.0,-80.0,0.2628865979381444,0.1,-0.1,1.59,0.07,-0.07
68,69,CoRoT-18 b,Transit,1,2.4785794965510616e-07,2.8e-06,-2.8e-06,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,0.10201381933647882,90.0,-90.0,0.7331606217616581,V (Johnson),5440.0,100.0,-100.0,0.23969072164948454,0.15,-0.15,1.0,0.13,-0.13
69,70,CoRoT-19 b,Transit,1,5.214279119584646e-07,2e-05,-2e-05,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,0.09024466886906701,160.0,-160.0,0.6817098445595855,V (Johnson),6090.0,70.0,-70.0,0.30670103092783507,0.05,-0.05,1.65,0.04,-0.04
70,71,CoRoT-2 b,Transit,1,2.2634071651103105e-07,1e-06,-1e-06,19h27m06.49s,291.777056,+01d23m01.4s,1.3837139999999999,0.0231605112048197,140.0,-140.0,0.6072538860103627,V (Johnson),5625.0,120.0,-120.0,0.2422680412371134,0.08,-0.08,0.91,0.03,-0.03
71,72,CoRoT-20 b,Transit,1,1.2537183320164576e-06,0.0003,-0.0003,06h30m52.90s,97.72040799999999,+00d13m36.9s,0.226919,0.14438276101916137,120.0,-120.0,0.7155440414507772,V (Johnson),5880.0,90.0,-90.0,0.288659793814433,0.08,-0.08,1.02,0.05,-0.05
72,73,CoRoT-22 b,Transit,1,1.3240101137117873e-06,0.00011,-0.00011,18h42m40.11s,280.66711499999997,+06d13m08.9s,6.219136,0.06929558103707399,25.0,-42.0,0.6784455958549224,V (Johnson),5939.0,54.0,-120.0,0.2783505154639176,0.05,-0.05,1.14,0.04,-0.09
73,74,CoRoT-23 b,Transit,1,4.850128430128378e-07,0.0001,-0.0001,18h39m07.83s,279.78261499999996,+04d21m28.1s,4.357806,0.07023711307446694,50.0,-50.0,0.7658031088082901,V (Johnson),5900.0,100.0,-100.0,0.288659793814433,0.08,-0.08,1.61,0.18,-0.18
74,75,CoRoT-24 b,Transit,2,6.880402427958327e-07,0.0006,-0.0006,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,0.07023711307446694,70.0,-70.0,0.7648704663212434,V (Johnson),4950.0,150.0,-150.0,0.2293814432989691,0.09,-0.09,0.86,0.09,-0.09
75,76,CoRoT-24 c,Transit,2,1.5983964184910425e-06,0.0063,-0.0063,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,0.07023711307446694,70.0,-70.0,0.7639378238341968,V (Johnson),4950.0,150.0,-150.0,0.2293814432989691,0.09,-0.09,0.86,0.09,-0.09
76,77,CoRoT-25 b,Transit,1,6.534224341465103e-07,5.9999999999999995e-05,-5.9999999999999995e-05,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,0.11731371494411418,85.0,-25.0,0.7630051813471501,V (Johnson),6040.0,90.0,-90.0,0.27577319587628873,0.11,-0.05,1.19,0.14,-0.03
77,78,CoRoT-26 b,Transit,1,5.635662686464392e-07,5e-05,-5e-05,18h39m00.12s,279.750514,+06d58m11.2s,6.969786999999999,0.19616702307577333,205.0,-110.0,0.7620725388601035,V (Johnson),5590.0,100.0,-100.0,0.27577319587628873,0.06,-0.06,1.79,0.18,-0.09
78,79,CoRoT-27 b,Transit,1,4.773443497668679e-07,5.9999999999999995e-05,-5.9999999999999995e-05,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,0.13084823798163778,137.5,-90.0,0.7611398963730569,V (Johnson),5900.0,120.0,-120.0,0.26546391752577325,0.11,-0.11,1.08,0.18,-0.06
79,80,CoRoT-28 b,Transit,1,7.010690100810095e-07,0.00037999999999999997,-0.00037999999999999997,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,0.06552945288750221,70.0,-70.0,0.747081174611399,V (Johnson),5150.0,100.0,-100.0,0.25515463917525777,0.14,-0.14,1.78,0.11,-0.11
80,81,CoRoT-29 b,Transit,1,3.7806352661544383e-07,6e-06,-6e-06,18h35m36.50s,278.90210299999995,+06d28m46.7s,6.4796510000000005,0.08965621134569642,50.0,-50.0,0.7330224523316062,V (Johnson),5260.0,100.0,-100.0,0.24484536082474226,0.14,-0.14,0.9,0.12,-0.12
81,82,CoRoT-3 b,Transit,1,5.706977755843669e-07,5e-06,-5e-06,19h28m13.26s,292.05526299999997,+00d07m18.6s,0.12182,0.07965243344839638,160.0,-160.0,0.7189637305699481,V (Johnson),6740.0,140.0,-140.0,0.347938144329897,0.09,-0.09,1.56,0.09,-0.09
82,83,CoRoT-4 b,Transit,1,1.2481292908511202e-06,0.00037,-0.00037,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,0.06416717372089929,121.125,-121.125,0.7049050088082901,V (Johnson),6190.0,60.0,-60.0,0.29381443298969073,0.03,-0.02,1.17,0.01,-0.03
83,84,CoRoT-5 b,Transit,1,5.407109532939567e-07,1.9e-06,-1.9e-06,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,0.04868191399340221,82.25,-82.25,0.6908462865284974,V (Johnson),6100.0,65.0,-65.0,0.2525773195876289,0.02,-0.02,1.19,0.04,-0.04
84,85,CoRoT-6 b,Transit,1,1.2049160026429399e-06,4e-06,-4e-06,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,0.033196654265905116,43.375,-43.375,0.6767875647668394,V (Johnson),6090.0,70.0,-70.0,0.26546391752577325,0.05,-0.05,1.02,0.03,-0.03
85,86,CoRoT-7 b,Transit,2,1.0450483691496521e-07,5.7e-07,-5.7e-07,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,0.017711394538408032,4.5,-4.5,0.5605181347150259,V (Johnson),5259.0,58.0,-58.0,0.2293814432989691,0.02,-0.02,0.82,0.02,-0.02
86,87,CoRoT-7 c,Radial Velocity,2,4.941498294277394e-07,0.003,-0.003,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,0.017711394538408032,4.5,-4.5,0.5605181347150259,V (Johnson),5259.0,58.0,-58.0,0.2293814432989691,0.02,-0.02,0.82,0.02,-0.02
87,88,CoRoT-8 b,Transit,1,8.385731213786106e-07,2.9999999999999997e-05,-2.9999999999999997e-05,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,0.044344982046160955,30.0,-30.0,0.7227979274611399,V (Johnson),5080.0,80.0,-80.0,0.2216494845360825,0.04,-0.04,0.77,0.02,-0.02
88,89,CoRoT-9 b,Transit,1,1.3038780122287583e-05,0.0014,-0.0014,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,0.0537603024200904,15.04,-15.04,0.6652849740932643,V (Johnson),5625.0,80.0,-80.0,0.25000000000000006,0.04,-0.04,0.94,0.04,-0.04
89,90,DENIS-P J082303.1-491201 b,Astrometry,1,3.3735520105482724e-05,1.38,-1.35,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359000000006,0.0020666628220775136,0.08,-0.08,0.535440414507772,V (Johnson),4928.25,90.0,-90.0,0.012886597938144334,0.01,-0.01,0.605,0.055,-0.055
90,91,DH Tau b,Imaging,1,0.0007168615559909387,365.69,-365.675,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,0.016099020924372615,15.0,-15.0,0.40559585492227973,V (Johnson),4231.5,100.0,-100.0,0.07989690721649487,0.012,-0.012,0.27,0.07,-0.07
91,92,DP Leo b,Eclipse Timing Variations,1,0.0013999875918763948,730.0,-730.0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,0.016099020924372615,10.01666667,-10.01666667,0.2757512953367876,V (Johnson),3534.75,110.0,-110.0,0.17268041237113402,0.013999999999999999,-0.013999999999999999,0.255,0.0575,-0.0575
92,93,FU Tau b,Imaging,1,0.03874998805596954,92710.0,-177025.0,04h23m35.74s,65.89890799999999,+25d02m59.6s,25.049898000000002,0.016099020924372615,5.033333333,-5.033333333,0.14590673575129534,V (Johnson),2838.0,120.0,-120.0,0.0077319587628866,0.016,-0.016,0.24,0.045,-0.045
93,94,Fomalhaut b,Imaging,1,0.07609998852006268,184690.0,-353320.0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622235999999997,0.0005272579409400491,0.05,-0.05,0.0160621761658031,V (Johnson),3054.0,130.0,-130.0,0.5103092783505155,0.018000000000000002,-0.018000000000000002,0.225,0.0325,-0.0325
94,95,GJ 1132 b,Transit,1,2.1071557933057925e-07,3.1e-05,-3.1e-05,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,0.0010392159862724626,0.24,-0.24,0.6549222797927461,V (Johnson),3270.0,140.0,-140.0,0.041237113402061855,0.02,-0.02,0.21,0.02,-0.02
95,96,GJ 1214 b,Transit,1,2.0406825870003764e-07,1.6e-07,-1.6e-07,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,0.0005407924639775726,0.125,-0.125,0.7383419689119171,V (Johnson),3170.0,23.0,-23.0,0.03608247422680413,0.01,-0.01,0.18,0.01,-0.01
96,97,GJ 15 A b,Radial Velocity,1,1.5551498426112157e-06,0.0016,-0.0016,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,4.23689416826825e-05,0.01,-0.01,0.37461139896373064,V (Johnson),3567.0,11.0,-11.0,0.09278350515463919,0.06,-0.06,0.39,0.0,0.0
97,98,GJ 163 b,Radial Velocity,3,1.169903262481861e-06,0.001,-0.001,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052094967629,0.44,-0.46,0.5678756476683938,V (Johnson),3500.0,100.0,-100.0,0.09793814432989693,0.02,-0.02,0.3875,0.005,-0.005
98,99,GJ 163 c,Radial Velocity,3,3.4944238393104415e-06,0.02,-0.02,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052094967629,0.44,-0.46,0.5678756476683938,V (Johnson),3500.0,100.0,-100.0,0.09793814432989693,0.02,-0.02,0.385,0.01,-0.01
99,100,GJ 163 d,Radial Velocity,3,8.259031523307687e-05,12.0,-12.0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052094967629,0.44,-0.46,0.5678756476683938,V (Johnson),3500.0,100.0,-100.0,0.09793814432989693,0.02,-0.02,0.3825,0.015,-0.015
100,101,GJ 179 b,Radial Velocity,1,0.00031341223590937824,59.0,-59.0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,0.0010486313066463923,0.56,-0.62,0.577720207253886,V (Johnson),3370.0,100.0,-100.0,0.08762886597938145,0.03,-0.03,0.38,0.02,-0.02
101,102,GJ 3021 b,Radial Velocity,1,1.8304013064423166e-05,0.2,-0.2,00h16m12.68s,4.052823,-79d51m04.3s,-79.85118100000001,0.0016959345823540418,0.16,-0.17,0.2974093264248705,V (Johnson),5540.0,75.0,-75.0,0.22680412371134023,0.04,-0.04,0.9,0.0225,-0.0225
102,103,GJ 317 b,Radial Velocity,1,9.478209620648389e-05,2.0,-2.0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,0.0013993519905752642,0.22,-0.22,0.5761658031088083,V (Johnson),3510.0,50.0,-50.0,0.10309278350515465,0.05,-0.05,0.7333333329999999,0.025,-0.025
103,104,GJ 328 b,Radial Velocity,1,0.0005616314170758222,300.0,-300.0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,0.0019795711086186664,0.85,-0.92,0.47253886010362695,V (Johnson),3900.0,100.0,-100.0,0.17268041237113402,0.05,-0.05,0.566666667,0.0275,-0.0275
104,105,GJ 3293 b,Radial Velocity,2,4.1793553546703866e-06,0.01,-0.01,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,0.002131687378409964,1.3625,-1.415,0.5757512953367875,V (Johnson),3466.0,49.0,-49.0,0.10309278350515465,0.0525,-0.0525,0.4,0.03,-0.03
105,106,GJ 3293 c,Radial Velocity,2,1.6939629485826158e-05,0.3,-0.3,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,0.0022838036482012614,1.875,-1.91,0.5757512953367875,V (Johnson),3466.0,49.0,-49.0,0.10309278350515465,0.055,-0.055,0.4,0.03,-0.03
106,107,GJ 3341 b,Radial Velocity,1,1.9337388884112716e-06,0.006999999999999999,-0.006999999999999999,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951000000002,0.002435919917992559,2.3875,-2.405,0.5818652849740933,V (Johnson),3526.0,49.0,-49.0,0.11597938144329897,0.0575,-0.0575,0.44,0.03,-0.03
107,108,GJ 3470 b,Radial Velocity,1,4.446496507304822e-07,4.3e-06,-3.3e-06,07h59m05.84s,119.774349,+15d23m29.4s,15.391492000000001,0.0025880361877838568,2.9,-2.9,0.5948186528497409,V (Johnson),3652.0,50.0,-50.0,0.12628865979381443,0.06,-0.06,0.48,0.04,-0.04
108,109,GJ 3634 b,Radial Velocity,1,3.4998681393780894e-07,0.00066,-0.00066,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,0.0019525020625436192,0.6,-0.6,0.5740932642487047,V (Johnson),3687.0,59.0,-59.0,0.11082474226804126,0.05,-0.05,0.43,0.03,-0.03
109,110,GJ 3998 b,Radial Velocity,2,3.5055667695858845e-07,0.00081,-0.0007700000000000001,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,0.0017159421381486416,0.72,-0.72,0.5170984455958549,V (Johnson),3722.0,68.0,-68.0,0.12371134020618559,0.05,-0.05,0.49,0.05,-0.05
110,111,GJ 3998 c,Radial Velocity,2,1.8697662848766526e-06,0.016,-0.016,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,0.0017159421381486416,0.72,-0.72,0.5170984455958549,V (Johnson),3722.0,68.0,-68.0,0.12371134020618559,0.05,-0.05,0.49,0.05,-0.05
