row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
3031,Kepler-921 b,Transit,1,51.300634,0.0006728,-0.0006728,18h58m27.89s,284.616205,+49d11m26.9s,49.190811,847,98.37,-73.31,14.739,Kepler-band,5663,69.96,-61.96,0.93,0.05,-0.06,0.91,0.1,-0.07
3032,Kepler-922 b,Transit,1,0.93846683,9.50E-07,-9.50E-07,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,558,68.3,-45.13,13.757,Kepler-band,5671,64.06,-65.37,0.95,0.05,-0.05,0.93,0.11,-0.07
3033,Kepler-923 b,Transit,1,6.93366476,3.54E-05,-3.54E-05,19h36m41.06s,294.171085,+40d03m18.6s,40.055165,966,190.25,-130.67,14.042,Kepler-band,5988,82.2,-64.57,1.11,0.07,-0.04,1.26,0.26,-0.17
3034,Kepler-924 b,Transit,1,61.0370117,0.0003366,-0.0003366,19h22m40.44s,290.668512,+40d23m51.8s,40.397718,995,354.67,-155.09,14.171,Kepler-band,6167,124.02,-161.28,1.14,0.15,-0.09,1.23,0.45,-0.18
3035,Kepler-925 b,Transit,1,33.8678531,0.0001704,-0.0001704,19h20m25.57s,290.106539,+40d29m26.4s,40.490657,623,27.48,-27.64,15.81,Kepler-band,4673,62.23,-104.92,0.77,0.03,-0.04,0.72,0.03,-0.03
3036,Kepler-926 b,Transit,1,52.0688601,0.0001903,-0.0001903,19h18m43.04s,289.679343,+40d42m01.7s,40.700466,771,188.4,-78.88,14.279,Kepler-band,5806,100.39,-125.66,1.01,0.06,-0.06,1.01,0.25,-0.1
3037,Kepler-927 b,Transit,1,9.1149903,3.53E-05,-3.53E-05,19h17m32.04s,289.38351,+41d23m33.7s,41.392695,879,201.62,-80.24,14.63,Kepler-band,5743,85.68,-106.02,0.99,0.05,-0.05,0.99,0.23,-0.08
3038,Kepler-928 b,Transit,1,3.9324613,9.65E-06,-9.65E-06,19h19m40.97s,289.920717,+41d32m34.2s,41.542828,532,24.8,-37.63,15.32,Kepler-band,4700,57.52,-57.97,0.73,0.04,-0.05,0.7,0.03,-0.04
3039,Kepler-929 b,Transit,1,0.92103214,3.15E-06,-3.15E-06,19h53m55.47s,298.481124,+41d36m55.2s,41.615332,820,208.26,-118.04,14.542,Kepler-band,5869,290.44,-266.47,1.01,0.12,-0.09,1.02,0.24,-0.14
3040,Kepler-93 b,Transit,2,4.72673978,9.70E-07,-9.70E-07,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,848.3333333,267.7533333,-141.0633333,9.931,Kepler-band,5669,75,-75,0.91,0.03,-0.03,0.92,0.01,-0.01
3041,Kepler-93 c,Radial Velocity,2,1460,0.000376635,-0.000376635,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,876.6666667,327.2466667,-164.0866667,9.931,Kepler-band,5669,75,-75,0.91,0.03,-0.03,0.92,0.01,-0.01
3042,Kepler-930 b,Transit,1,71.4517775,0.0007523,-0.0007523,19h53m15.47s,298.314444,+42d14m50.8s,42.247434,905,386.74,-187.11,13.781,Kepler-band,6335,273.34,-258.85,1.25,0.22,-0.16,1.4,0.6,-0.27
3043,Kepler-931 b,Transit,1,8.03755877,2.32E-05,-2.32E-05,19h48m31.83s,297.132641,+42d46m05.7s,42.768253,490,53.41,-35.21,14.471,Kepler-band,5241,223.61,-198.95,0.86,0.06,-0.05,0.81,0.08,-0.05
3044,Kepler-932 b,Transit,1,1.9214374,2.12E-06,-2.12E-06,19h47m48.49s,296.952062,+43d16m19.1s,43.271969,478,47.04,-34.26,14.131,Kepler-band,5331,194.78,-166.65,0.87,0.06,-0.05,0.84,0.07,-0.05
3045,Kepler-933 b,Transit,1,14.20443009,6.19E-05,-6.19E-05,19h18m16.48s,289.568659,+43d32m19.0s,43.538612,922,78.43,-61.3,15.469,Kepler-band,5346,65.89,-87.13,0.87,0.04,-0.05,0.84,0.07,-0.05
3046,Kepler-934 b,Transit,1,55.6738309,0.0002829,-0.0002829,19h21m09.23s,290.288467,+43d45m19.2s,43.755322,603,29.4,-30.42,15.061,Kepler-band,5001,68.25,-76.01,0.81,0.04,-0.04,0.77,0.04,-0.03
3047,Kepler-935 b,Transit,1,4.88083852,1.48E-05,-1.48E-05,19h40m05.20s,295.021668,+46d37m09.2s,46.619217,482,22.99,-25.06,14.925,Kepler-band,4830,74.56,-87.15,0.78,0.04,-0.04,0.73,0.03,-0.04
3048,Kepler-936 b,Transit,1,10.56134221,4.55E-05,-4.55E-05,19h34m18.66s,293.577759,+46d44m10.8s,46.736347,687,87.73,-47.53,14.581,Kepler-band,5482,99.27,-127.57,0.92,0.04,-0.05,0.89,0.11,-0.06
3049,Kepler-937 b,Transit,2,67.668827,0.0005833,-0.0005833,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,1482,508.28,-191.89,15.224,Kepler-band,6095,81.71,-127.3,1.15,0.12,-0.08,1.22,0.42,-0.15
3050,Kepler-937 c,Transit,2,153.343364,0.003287,-0.003287,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,1482,508.28,-191.89,15.224,Kepler-band,6095,81.71,-127.3,1.15,0.12,-0.08,1.22,0.42,-0.15
3051,Kepler-938 b,Transit,1,52.6298417,0.0002898,-0.0002898,19h39m09.39s,294.789143,+46d59m02.4s,46.98399,861,94.09,-63.98,15.004,Kepler-band,5533,95.38,-107.5,0.92,0.05,-0.05,0.89,0.1,-0.06
3052,Kepler-939 b,Transit,1,14.878296,0.0001256,-0.0001256,19h35m27.75s,293.865613,+47d01m36.6s,47.026829,1029,113.65,-89.64,15.534,Kepler-band,5471,149.7,-105.85,0.88,0.06,-0.06,0.85,0.09,-0.07
3053,Kepler-94 b,Transit,2,2.50806,1.5000628,-1.5000628,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,1125,136.5366667,-99.02666667,12.895,Kepler-band,4781,98,-98,0.81,0.06,-0.06,0.76,0.03,-0.03
3054,Kepler-94 c,Radial Velocity,2,820.3,3,-3,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,1221,159.4233333,-108.4133333,12.895,Kepler-band,4781,98,-98,0.81,0.06,-0.06,0.76,0.03,-0.03
3055,Kepler-940 b,Transit,1,59.6225257,0.0003015,-0.0003015,19h36m57.91s,294.241293,+47d16m33.5s,47.275982,1317,182.31,-117.8,15.517,Kepler-band,5769,169.66,-95.4,0.97,0.07,-0.07,0.96,0.12,-0.08
3056,Kepler-941 b,Transit,1,17.42395198,8.30E-05,-8.30E-05,19h37m18.33s,294.326356,+47d13m03.4s,47.217613,1105,129.33,-106.83,15.601,Kepler-band,5539,154.02,-104.04,0.89,0.06,-0.07,0.86,0.1,-0.08
3057,Kepler-942 b,Transit,1,44.96417488,6.96E-05,-6.96E-05,19h39m49.23s,294.955114,+44d08m59.3s,44.149818,218,5.59,-5.36,13.054,Kepler-band,4861,77.85,-66.28,0.81,0.03,-0.03,0.75,0.02,-0.01
3058,Kepler-943 b,Transit,1,49.7701438,0.0001172,-0.0001172,18h57m05.75s,284.273965,+41d32m06.1s,41.535023,1239,151.99,-108.72,15.64,Kepler-band,5612,121.64,-101.28,0.93,0.05,-0.06,0.91,0.11,-0.07
3059,Kepler-944 b,Transit,1,43.3167737,0.0002351,-0.0002351,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,1035,98.99,-84.47,15.737,Kepler-band,5409,108.67,-133.24,0.86,0.05,-0.06,0.83,0.08,-0.06
3060,Kepler-945 b,Transit,1,31.0033814,0.0002081,-0.0002081,19h25m04.74s,291.269748,+42d05m45.8s,42.096046,1543,273.72,-146.45,15.898,Kepler-band,5718,119.29,-104.43,0.97,0.05,-0.06,0.97,0.17,-0.09
3061,Kepler-946 b,Transit,1,11.79162572,5.51E-05,-5.51E-05,20h03m43.11s,300.929606,+44d01m43.6s,44.02879,918,156.08,-94.34,14.941,Kepler-band,5665,263.42,-144.77,0.94,0.08,-0.07,0.93,0.15,-0.09
3062,Kepler-947 b,Transit,1,26.9644317,0.000157,-0.000157,19h37m28.01s,294.366727,+42d15m09.6s,42.252678,1188,118.29,-107.6,15.789,Kepler-band,5508,133.16,-129.72,0.9,0.05,-0.06,0.87,0.09,-0.07
3063,Kepler-948 b,Transit,1,7.76846622,4.20E-05,-4.20E-05,19h33m12.06s,293.300231,+41d31m24.0s,41.523338,884,153.24,-80.42,14.8,Kepler-band,5679,174.93,-134.32,0.96,0.07,-0.06,0.94,0.16,-0.08
3064,Kepler-949 b,Transit,1,8.6893073,9.63E-06,-9.63E-06,19h54m25.89s,298.607876,+46d27m13.3s,46.453682,572,74.23,-50.82,14.548,Kepler-band,5403,200.9,-208.02,0.89,0.06,-0.05,0.86,0.1,-0.07
3065,Kepler-95 b,Transit,1,11.5231,9.22E-05,-9.22E-05,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,1030.5,163.63,-98.82,12.346,Kepler-band,5699,74,-74,1.08,0.08,-0.08,1.41,0.04,-0.04
3066,Kepler-950 b,Transit,1,98.7180406,0.0001748,-0.0001748,19h11m49.58s,287.956566,+41d07m49.2s,41.130329,1489,253.03,-146.82,15.7,Kepler-band,5857,115.89,-163.53,1.02,0.07,-0.06,1.02,0.17,-0.09
3067,Kepler-951 b,Transit,1,71.52530845,8.42E-05,-8.42E-05,19h10m57.01s,287.73756,+38d06m52.4s,38.114567,408,18.81,-20.71,14.521,Kepler-band,4834,86.05,-91.65,0.77,0.04,-0.04,0.73,0.03,-0.03
3068,Kepler-952 b,Transit,1,130.3546919,0.0002069,-0.0002069,19h01m29.27s,285.371949,+41d59m38.1s,41.993912,1167,254.09,-104.12,15.254,Kepler-band,5730,87.45,-100.17,1,0.06,-0.05,0.99,0.21,-0.08
3069,Kepler-953 b,Transit,2,88.40655258,8.31E-05,-8.31E-05,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,20.99,-17.5,12.16,Kepler-band,5416,40.78,-45.57,0.95,0.03,-0.03,0.99,0.09,-0.07
3070,Kepler-953 c,Transit,2,9.10967112,2.53E-05,-2.53E-05,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,20.99,-17.5,12.16,Kepler-band,5416,40.78,-45.57,0.95,0.03,-0.03,0.99,0.09,-0.07
3071,Kepler-954 b,Transit,1,16.78176602,1.59E-05,-1.59E-05,19h43m26.25s,295.859378,+47d56m22.2s,47.93951,224,6.1,-6.43,12.971,Kepler-band,4990,61.28,-69.8,0.82,0.02,-0.03,0.76,0.02,-0.02
3072,Kepler-955 b,Transit,1,14.53244172,1.66E-05,-1.66E-05,19h13m53.15s,288.471458,+40d16m11.3s,40.269795,637,53.09,-35.66,14.625,Kepler-band,5350,73.41,-89.94,0.89,0.04,-0.04,0.84,0.07,-0.04
3073,Kepler-956 b,Transit,1,5.24867263,3.12E-06,-3.12E-06,19h30m07.39s,292.530806,+49d03m42.1s,49.061707,631,164.88,-77.61,13.345,Kepler-band,6040,114.09,-113.17,1.1,0.09,-0.07,1.15,0.3,-0.14
3074,Kepler-957 b,Transit,1,5.90741354,5.07E-06,-5.07E-06,19h20m37.52s,290.156346,+48d49m08.4s,48.818996,749,38.35,-42.82,15.625,Kepler-band,4963,47.52,-58.85,0.81,0.03,-0.04,0.75,0.03,-0.04
3075,Kepler-958 b,Transit,1,9.7678805,1.11E-05,-1.11E-05,19h09m01.60s,287.256685,+46d04m00.4s,46.066769,467,20.91,-18.28,13.766,Kepler-band,5421,57.75,-54.04,0.91,0.03,-0.03,0.86,0.04,-0.03
3076,Kepler-959 b,Transit,1,14.80074836,4.71E-05,-4.71E-05,19h28m41.08s,292.171168,+40d48m41.0s,40.811382,1003,272,-202.88,12.538,Kepler-band,7005,193.26,-159.47,1.6,0.19,-0.17,2.01,0.55,-0.4
3077,Kepler-96 b,Transit,1,16.2385,2.44E-05,-2.44E-05,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,650.5,141.965,-108.085,10.297,Kepler-band,5690,73,-73,1,0.06,-0.06,1.02,0.09,-0.09
3078,Kepler-960 b,Transit,1,3.12686223,1.67E-06,-1.67E-06,18h45m49.72s,281.457163,+46d44m47.3s,46.746468,298,11.93,-13.29,13.884,Kepler-band,4755,41.26,-40.53,0.77,0.03,-0.04,0.72,0.02,-0.03
3079,Kepler-961 b,Transit,1,16.87727414,2.87E-05,-2.87E-05,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,607,23.89,-22.14,14.101,Kepler-band,5582,53.72,-55.83,0.96,0.03,-0.03,0.9,0.03,-0.03
3080,Kepler-962 b,Transit,1,12.05707239,1.59E-05,-1.59E-05,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,439,13.78,-14.89,13.576,Kepler-band,5478,72.81,-55.18,0.93,0.03,-0.03,0.86,0.02,-0.03
3081,Kepler-963 b,Transit,1,9.97683705,1.57E-05,-1.57E-05,19h47m00.71s,296.752973,+45d02m28.0s,45.0411,786,93.61,-60.7,14.943,Kepler-band,5461,214.9,-150.82,0.91,0.06,-0.06,0.87,0.1,-0.06
3082,Kepler-964 b,Transit,1,13.5225106,2.26E-05,-2.26E-05,19h41m12.02s,295.30009,+40d33m23.7s,40.556591,478,14.37,-15.44,13.895,Kepler-band,5427,78.18,-75.15,0.93,0.03,-0.03,0.84,0.02,-0.02
3083,Kepler-965 b,Transit,1,134.2527298,0.0005661,-0.0005661,19h54m03.68s,298.515338,+41d53m28.3s,41.891205,618,102.01,-69.26,13.35,Kepler-band,5886,79.36,-64.81,1.05,0.04,-0.04,1.15,0.19,-0.13
3084,Kepler-966 b,Transit,1,99.747622,0.0004523,-0.0004523,19h49m04.94s,297.270578,+50d07m18.5s,50.121811,773,197.77,-85.79,14.422,Kepler-band,5840,113.67,-184.03,1.02,0.07,-0.07,1.02,0.26,-0.1
3085,Kepler-967 b,Transit,2,13.22713379,2.21E-05,-2.21E-05,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,18.68,-18,14.443,Kepler-band,5178,68.7,-79.8,0.84,0.03,-0.04,0.8,0.03,-0.03
3086,Kepler-967 c,Transit,2,198.7112502,0.0006558,-0.0006558,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,18.68,-18,14.443,Kepler-band,5178,68.7,-79.8,0.84,0.03,-0.04,0.8,0.03,-0.03
3087,Kepler-968 b,Transit,2,3.69298373,3.61E-06,-3.61E-06,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312,11.3,-12.89,14.265,Kepler-band,4598,37.07,-38.88,0.76,0.03,-0.04,0.7,0.02,-0.03
3088,Kepler-968 c,Transit,2,5.70940492,9.54E-06,-9.54E-06,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312,11.3,-12.89,14.265,Kepler-band,4598,37.07,-38.88,0.76,0.03,-0.04,0.7,0.02,-0.03
3089,Kepler-969 b,Transit,2,34.1731714,7.36E-05,-7.36E-05,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411,7.89,-7.61,13.733,Kepler-band,5214,44.63,-40.68,0.92,0.02,-0.02,0.82,0.01,-0.01
3090,Kepler-969 c,Transit,2,1.6829346,2.93E-06,-2.93E-06,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411,7.89,-7.61,13.733,Kepler-band,5214,44.63,-40.68,0.92,0.02,-0.02,0.82,0.01,-0.01
3091,Kepler-97 b,Transit,2,2.58664,1.09E-05,-1.09E-05,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,390.6666667,11.50333333,-13.91333333,12.872,Kepler-band,5779,74,-74,0.94,0.06,-0.06,0.98,0.09,-0.09
3092,Kepler-97 c,Radial Velocity,2,789,1.90E-05,-1.90E-05,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,370.3333333,15.11666667,-20.21666667,12.872,Kepler-band,5779,74,-74,0.94,0.06,-0.06,0.98,0.09,-0.09
3093,Kepler-970 b,Transit,1,16.73652231,2.70E-05,-2.70E-05,19h18m30.06s,289.62523,+40d42m31.4s,40.708726,350,18.73,-26.52,14.786,Kepler-band,4511,70.69,-70.59,0.7,0.04,-0.05,0.67,0.03,-0.04
3094,Kepler-971 b,Transit,1,9.59070716,2.32E-05,-2.32E-05,18h56m22.70s,284.094587,+41d10m58.2s,41.182821,345,35.44,-26.54,13.237,Kepler-band,5431,86,-112.52,0.88,0.04,-0.06,0.85,0.09,-0.06
3095,Kepler-972 b,Transit,1,7.03932553,1.61E-05,-1.61E-05,19h43m18.89s,295.828703,+43d25m31.8s,43.425495,1304,428.5,-230.37,14.915,Kepler-band,6146,204.83,-260.44,1.15,0.16,-0.12,1.22,0.4,-0.2
3096,Kepler-973 b,Transit,1,49.6077331,0.0001208,-0.0001208,19h20m39.66s,290.165258,+49d55m25.9s,49.923862,297,8.54,-9.32,13.218,Kepler-band,5213,65.87,-62.75,0.86,0.03,-0.03,0.78,0.02,-0.02
3097,Kepler-974 b,Transit,1,4.19449651,5.03E-06,-5.03E-06,19h00m03.14s,285.013102,+40d13m14.7s,40.220753,121,6.44,-6.49,14.404,Kepler-band,3687,38.83,-36.96,0.52,0.02,-0.02,0.5,0.02,-0.02
3098,Kepler-975 b,Transit,1,1.97034246,2.36E-06,-2.36E-06,19h22m11.65s,290.54855,+38d29m43.0s,38.495275,404,19.39,-18.7,14.438,Kepler-band,4897,90.72,-106.8,0.8,0.04,-0.04,0.75,0.03,-0.03
3099,Kepler-976 b,Transit,1,105.9564148,0.0004626,-0.0004626,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,1020,69.7,-53.49,15.795,Kepler-band,5232,51.16,-66.39,0.87,0.04,-0.04,0.83,0.05,-0.04
3100,Kepler-977 b,Transit,1,26.85328322,6.39E-05,-6.39E-05,19h26m03.89s,291.51621,+42d14m53.5s,42.248196,664,47.59,-38.36,14.812,Kepler-band,5315,84.55,-105.24,0.87,0.04,-0.05,0.83,0.06,-0.04
3101,Kepler-978 b,Transit,1,49.6221509,0.000171,-0.000171,19h06m50.57s,286.710723,+43d02m36.4s,43.043453,624,141.54,-68.11,13.429,Kepler-band,6002,81.98,-84.89,1.07,0.08,-0.07,1.09,0.25,-0.12
3102,Kepler-979 b,Transit,1,8.0880135,1.14E-05,-1.14E-05,20h01m29.11s,300.371281,+46d24m29.8s,46.408276,606,62.21,-42.17,14.624,Kepler-band,5310,205.13,-136.81,0.87,0.06,-0.05,0.83,0.07,-0.05
3103,Kepler-98 b,Transit,1,1.54168,1.94E-05,-1.94E-05,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,705,62.99,-46.8,12.899,Kepler-band,5539,73,-73,0.99,0.06,-0.06,1.11,0.12,-0.12
3104,Kepler-980 b,Transit,1,11.55102504,2.75E-05,-2.75E-05,19h38m27.12s,294.613008,+45d03m36.6s,45.060169,804,63.77,-51.43,14.138,Kepler-band,5935,98.9,-92.58,1.05,0.05,-0.04,1.06,0.09,-0.07
3105,Kepler-981 b,Transit,1,4.46975774,5.86E-06,-5.86E-06,19h16m59.74s,289.248907,+47d39m00.4s,47.650101,913,119.87,-73.34,14.769,Kepler-band,5718,78.23,-82.87,0.98,0.04,-0.05,0.96,0.12,-0.07
3106,Kepler-982 b,Transit,1,15.7738221,4.12E-05,-4.12E-05,19h13m40.24s,288.41768,+46d35m25.5s,46.590427,702,144.46,-84.85,13.205,Kepler-band,6139,54.99,-62.95,1.16,0.07,-0.05,1.29,0.27,-0.15
3107,Kepler-983 b,Transit,1,60.0855082,0.0002611,-0.0002611,19h00m24.97s,285.10406,+45d00m29.4s,45.008167,655,23.02,-23.32,13.43,Kepler-band,6052,50.95,-47.66,1.13,0.03,-0.02,1.08,0.03,-0.03
3108,Kepler-984 b,Transit,1,43.0342272,0.0001479,-0.0001479,19h47m50.13s,296.958868,+46d23m38.9s,46.394127,461,27.41,-22.58,13.534,Kepler-band,5610,94.38,-91.79,0.96,0.04,-0.04,0.93,0.05,-0.04
3109,Kepler-985 b,Transit,1,116.331901,0.001381,-0.001381,19h20m34.63s,290.144308,+44d02m59.8s,44.049953,741,27.94,-26.54,14.767,Kepler-band,5434,75.03,-61.79,0.91,0.03,-0.04,0.85,0.03,-0.03
3110,Kepler-986 b,Transit,1,56.4349938,0.0001446,-0.0001446,19h32m22.56s,293.094007,+42d53m47.2s,42.896431,563,68.13,-44.89,13.668,Kepler-band,5642,74.24,-60.93,0.96,0.04,-0.04,0.98,0.12,-0.08
3111,Kepler-987 b,Transit,1,105.3033148,0.0004783,-0.0004783,19h17m38.66s,289.41107,+46d07m51.1s,46.130848,936,37.28,-36,14.986,Kepler-band,5637,69.85,-60.98,0.97,0.03,-0.03,0.91,0.03,-0.03
3112,Kepler-988 b,Transit,1,17.76080053,2.73E-05,-2.73E-05,19h22m50.01s,290.708386,+42d14m14.1s,42.237251,248,14.06,-13.39,15.22,Kepler-band,4005,43.58,-41.86,0.55,0.02,-0.02,0.53,0.02,-0.02
3113,Kepler-989 b,Transit,1,7.96431535,9.62E-06,-9.62E-06,18h46m19.90s,281.582909,+47d14m01.1s,47.233631,484,24.94,-25.2,14.425,Kepler-band,5074,52.66,-53.62,0.82,0.04,-0.04,0.78,0.04,-0.04
3114,Kepler-99 b,Transit,1,4.60358,1.72E-05,-1.72E-05,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,708.5,133.945,-77.615,12.97,Kepler-band,4782,129,-129,0.79,0.06,-0.06,0.73,0.04,-0.04
3115,Kepler-990 b,Transit,2,9.91723428,2.47E-05,-2.47E-05,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933,242.95,-130.03,14.498,Kepler-band,5948,211.07,-213.6,1.05,0.12,-0.09,1.08,0.27,-0.14
3116,Kepler-990 c,Transit,2,0.53835431,6.70E-07,-6.70E-07,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933,242.95,-130.03,14.498,Kepler-band,5948,211.07,-213.6,1.05,0.12,-0.09,1.08,0.27,-0.14
3117,Kepler-991 b,Transit,1,82.5342519,0.0003449,-0.0003449,19h48m21.76s,297.090655,+49d37m35.7s,49.626572,370,16.66,-16.5,15.187,Kepler-band,4392,55.21,-44.76,0.64,0.03,-0.03,0.61,0.02,-0.02
3118,Kepler-992 b,Transit,1,20.16034462,5.02E-05,-5.02E-05,18h57m43.27s,284.43028,+47d38m30.4s,47.641785,268,6.79,-7.68,13.389,Kepler-band,4944,43.61,-46.1,0.8,0.03,-0.03,0.74,0.02,-0.02
3119,Kepler-993 b,Transit,1,22.08557563,4.66E-05,-4.66E-05,19h30m27.38s,292.614101,+44d23m40.8s,44.394661,298,14.99,-14.13,15.967,Kepler-band,3843,50.16,-46.25,0.57,0.02,-0.02,0.54,0.02,-0.02
3120,Kepler-994 b,Transit,1,1.15116651,5.70E-07,-5.70E-07,19h16m17.33s,289.072225,+47d24m25.5s,47.40707,170,9.38,-9.36,14.44,Kepler-band,3934,38.91,-35.14,0.56,0.03,-0.03,0.54,0.02,-0.02
3121,Kepler-995 b,Transit,1,28.26731672,8.64E-05,-8.64E-05,18h58m27.77s,284.615727,+39d07m51.7s,39.131038,659,44.56,-44.11,14.907,Kepler-band,5206,110.94,-74.71,0.83,0.04,-0.05,0.8,0.05,-0.05
3122,Kepler-996 b,Transit,1,3.77059058,8.06E-06,-8.06E-06,19h27m39.07s,291.912789,+41d32m01.0s,41.533611,1098,345.52,-146.78,14.668,Kepler-band,6014,114.4,-152.18,1.09,0.09,-0.08,1.14,0.36,-0.14
3123,Kepler-997 b,Transit,1,2.70730672,5.52E-06,-5.52E-06,19h16m56.01s,289.233369,+49d56m20.2s,49.938934,470,112.98,-88.85,11.894,Kepler-band,6150,62.57,-54.96,1.22,0.15,-0.08,1.56,0.37,-0.3
3124,Kepler-998 b,Transit,1,5.65377733,1.06E-05,-1.06E-05,19h47m01.00s,296.754151,+49d12m31.5s,49.208744,996,260.25,-133.44,14.377,Kepler-band,6058,104.5,-165.4,1.12,0.1,-0.08,1.18,0.31,-0.15
3125,Kepler-999 b,Transit,1,5.99185702,8.17E-06,-8.17E-06,19h58m38.51s,299.660466,+46d11m54.3s,46.198418,568,156.76,-116.29,12.239,Kepler-band,6237,104.45,-85.91,1.29,0.16,-0.12,1.65,0.46,-0.34
3126,LkCa 15 b,Imaging,2,5.29925468,1.88E-05,-1.88E-05,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,1045.333333,217.57,-187.2175,12.12285714,Kepler-band,5824.666667,119.6333333,-82.24761905,1.15,0.12,-0.095,1.373333333,0.323333333,-0.357142857
3127,LkCa 15 c,Imaging,2,4.60665234,2.94E-05,-2.94E-05,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,1522.666667,278.38,-258.145,12.00671429,Kepler-band,5412.333333,134.8166667,-78.5852381,1.01,0.08,-0.07,1.096666667,0.186666667,-0.374285714
3128,Lupus-TR-3 b,Transit,1,3.91405,4.00E-05,-4.00E-05,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,2000,339.19,-329.0725,11.89057143,Kepler-band,5000,150,-74.92285714,0.87,0.04,-0.045,0.82,0.05,-0.391428571
3129,MOA 2007-BLG-192L b,Microlensing,1,557.93124,562.100032,-109.500032,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,1000,400,-400,11.77442857,Kepler-band,5086.363636,150,-71.26047619,0.06,0.03,-0.02,1.985555556,0.086111111,-0.408571429
3130,MOA 2007-BLG-400L b,Microlensing,1,1111.94843,1124.200024,-219.000024,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,5800,600,-800,11.65828571,Kepler-band,5172.727273,150,-67.59809524,0.3,0.19,-0.12,3.151111111,0.122222222,-0.425714286
3131,MOA 2008-BLG-310L b,Microlensing,1,1665.96562,1686.300016,-328.500016,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,6000,950,-1000,11.54214286,Kepler-band,5259.090909,150,-63.93571429,0.67,0.14,-0.14,4.316666667,0.158333333,-0.442857143
3132,MOA 2008-BLG-379L b,Microlensing,1,2219.98281,2248.400008,-438.000008,17h58m49.44s,269.706,-30d11m49.0s,-30.196931,3300,1300,-1200,11.426,Kepler-band,5345.454545,150,-60.27333333,0.56,0.24,-0.27,5.482222222,0.194444444,-0.46
3133,MOA 2009-BLG-266L b,Microlensing,1,2774,2810.5,-547.5,17h48m01.95s,267.008125,-35d00m19.5s,-35.005411,3040,330,-330,11.30985714,Kepler-band,5431.818182,150,-56.61095238,0.56,0.09,-0.09,6.647777778,0.230555556,-0.477142857
3134,MOA 2009-BLG-319L b,Microlensing,1,2378,1797.75,-567.75,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,6100,1100,-1200,11.19371429,Kepler-band,5518.181818,150,-52.94857143,0.38,0.34,-0.18,7.813333333,0.266666667,-0.494285714
3135,MOA 2009-BLG-387L b,Microlensing,1,1982,785,-588,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,5690,2180,-2190,11.07757143,Kepler-band,5604.545455,150,-49.28619048,0.19,0.3,-0.12,8.978888889,0.302777778,-0.511428571
3136,MOA 2010-BLG-073L b,Microlensing,1,1812.882727,713.6640909,-534.5731818,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,2800,400,-400,10.96142857,Kepler-band,5690.909091,150,-45.62380952,0.16,0.03,-0.03,10.14444444,0.338888889,-0.528571429
3137,MOA 2010-BLG-328L b,Microlensing,1,1643.765455,642.3281818,-481.1463636,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,810,100,-100,10.84528571,Kepler-band,5777.272727,150,-41.96142857,0.11,0.01,-0.01,11.31,0.375,-0.545714286
